Class,Project,Lines,String_Char_Count,Number_Types_Count
"ContentInfo","bouncycastle","90","0","0"
"CMSObjectIdentifiers","bouncycastle","15","0","0"
"ASN1Null","org","38","2","0"
"DERUnknownTag","org","86","0","4"
"DERObject","org","20","0","0"
"BERSet","org","69","0","0"
"DERVisibleString","org","126","30","6"
"DERTaggedObject","org","88","0","10"
"ASN1OutputStream","org","36","0","0"
"DigestInfo","bouncycastle","86","4","3"
"GeneralSubtree","bouncycastle","200","0","16"
"CertPolicyId","bouncycastle","20","1","0"
"ExtendedKeyUsage","bouncycastle","128","0","0"
"PolicyQualifierInfo","bouncycastle","114","4","0"
"IssuerSerial","bouncycastle","106","4","5"
"AlgorithmIdentifier","bouncycastle","126","3","0"
"X509DefaultEntryConverter","bouncycastle","57","9","0"
"Holder","bouncycastle","242","0","0"
"GeneralNames","bouncycastle","94","6","0"
"AuthorityKeyIdentifier","bouncycastle","231","10","26"
"IssuingDistributionPoint","bouncycastle","256","19","0"
"Time","bouncycastle","133","4","1"
"GeneralName","bouncycastle","258","30","4"
"X509Name","bouncycastle","1158","108","3"
"CRLReason","bouncycastle","111","6","0"
"V1TBSCertificateGenerator","bouncycastle","125","0","4"
"SubjectKeyIdentifier","bouncycastle","95","7","9"
"PrivateKeyUsagePeriod","bouncycastle","89","0","0"
"DSAParameter","bouncycastle","92","0","15"
"AttributeCertificateInfo","bouncycastle","165","5","7"
"TBSCertList","bouncycastle","212","0","9"
"V3TBSCertificateGenerator","bouncycastle","158","0","4"
"KeyUsage","bouncycastle","77","11","2"
"V2TBSCertListGenerator","bouncycastle","213","3","7"
"UserNotice","bouncycastle","117","2","0"
"PolicyMappings","bouncycastle","68","6","0"
"X509Extension","bouncycastle","87","5","0"
"SubjectPublicKeyInfo","bouncycastle","126","6","1"
"AttCertValidityPeriod","bouncycastle","84","0","0"
"CertificateList","bouncycastle","119","4","0"
"NoticeReference","bouncycastle","155","6","6"
"DisplayText","bouncycastle","165","45","0"
"X509CertificateStructure","bouncycastle","127","4","2"
"ReasonFlags","bouncycastle","85","3","0"
"PolicyQualifierId","bouncycastle","31","2","0"
"PolicyInformation","bouncycastle","87","0","0"
"TargetInformation","bouncycastle","121","0","0"
"AttCertIssuer","bouncycastle","90","0","0"
"X509NameTokenizer","bouncycastle","91","13","0"
"AuthorityInformationAccess","bouncycastle","101","2","0"
"CRLDistPoint","bouncycastle","100","6","0"
"RSAPublicKeyStructure","bouncycastle","95","0","12"
"IetfAttrSyntax","bouncycastle","174","12","0"
"SubjectDirectoryAttributes","bouncycastle","144","0","0"
"X509Extensions","bouncycastle","393","7","0"
"BasicConstraints","bouncycastle","181","2","8"
"CRLNumber","bouncycastle","32","2","5"
"NameConstraints","bouncycastle","104","0","0"
"Targets","bouncycastle","122","0","0"
"DistributionPoint","bouncycastle","158","16","0"
"RoleSyntax","bouncycastle","236","35","0"
"V2Form","bouncycastle","130","0","0"
"CertificatePair","bouncycastle","169","0","0"
"X509Attributes","bouncycastle","8","0","0"
"Attribute","bouncycastle","87","0","0"
"X509ExtensionsGenerator","bouncycastle","99","2","3"
"ObjectDigestInfo","bouncycastle","192","6","1"
"V2AttributeCertificateInfoGenerator","bouncycastle","148","4","5"
"X509NameEntryConverter","bouncycastle","113","22","6"
"TBSCertificateStructure","bouncycastle","193","7","8"
"AccessDescription","bouncycastle","98","2","0"
"Target","bouncycastle","138","0","0"
"DistributionPointName","bouncycastle","143","13","0"
"CertificatePolicies","bouncycastle","147","6","0"
"X509ObjectIdentifiers","bouncycastle","59","1","0"
"KeyPurposeId","bouncycastle","37","2","0"
"AttributeCertificate","bouncycastle","94","5","0"
"DEREnumerated","org","113","2","21"
"DERUTF8String","org","109","28","2"
"BEROctetStringParser","org","43","4","1"
"DERString","org","9","3","0"
"DEREncodableVector","org","38","0","0"
"DEROutputStream","org","93","0","9"
"DERSequence","org","79","0","3"
"DERIA5String","org","170","42","6"
"BEROctetStringGenerator","org","100","6","11"
"DERBitString","org","289","37","32"
"DERConstructedSet","org","79","0","3"
"DERConstructedSequence","org","53","0","3"
"ASN1OctetStringParser","org","9","1","0"
"ASN1Encodable","org","86","3","4"
"BERSequence","org","59","0","0"
"NetscapeCertType","bouncycastle","54","5","1"
"NetscapeRevocationURL","bouncycastle","18","6","0"
"VerisignCzagExtension","bouncycastle","18","6","0"
"MiscObjectIdentifiers","bouncycastle","30","2","0"
"CAST5CBCParameters","bouncycastle","71","3","5"
"IDEACBCPar","bouncycastle","75","3","2"
"DERSequenceGenerator","org","45","0","0"
"DERObjectIdentifier","org","293","17","24"
"ASN1TaggedObject","org","205","3","0"
"ASN1Set","org","339","3","5"
"BERSetParser","org","25","0","0"
"BERNull","org","30","0","0"
"DERT61String","org","126","29","6"
"X9FieldElement","bouncycastle","65","4","5"
"X9Curve","bouncycastle","96","6","9"
"X962NamedCurves","bouncycastle","193","4","36"
"X9ObjectIdentifiers","bouncycastle","87","7","0"
"X9ECPoint","bouncycastle","48","4","0"
"X9ECParameters","bouncycastle","154","3","24"
"X9IntegerConverter","bouncycastle","47","0","19"
"X9FieldID","bouncycastle","66","0","4"
"X962Parameters","bouncycastle","54","0","0"
"OtherInfo","bouncycastle","96","9","0"
"KeySpecificInfo","bouncycastle","68","5","0"
"ASN1SequenceParser","org","10","0","0"
"DEROctetString","org","29","4","1"
"ASN1Sequence","org","218","3","0"
"BERConstructedOctetString","org","171","13","10"
"ASN1InputStream","org","481","21","50"
"BERSequenceGenerator","org","41","0","0"
"DERSet","org","99","0","3"
"BERSequenceParser","org","25","0","0"
"ASN1OctetString","org","161","19","6"
"ASN1Generator","org","15","0","0"
"ConstructedOctetStream","org","111","8","1"
"DERBMPString","org","126","31","6"
"DERBoolean","org","113","4","9"
"ASN1Object","org","38","0","4"
"ASN1ObjectParser","org","64","0","0"
"ASN1Choice","org","14","0","0"
"DERUniversalString","org","120","28","5"
"DERPrintableString","org","204","42","6"
"BERTaggedObjectParser","org","154","3","0"
"BERConstructedSequence","org","37","0","0"
"BERInputStream","org","209","5","10"
"ASN1EncodableVector","org","14","0","0"
"BEROutputStream","org","36","0","0"
"ASN1StreamParser","org","222","2","6"
"ZTauElement","bouncycastle","37","0","5"
"ECPoint","bouncycastle","594","0","55"
"FpNafMultiplier","bouncycastle","39","0","7"
"PreCompInfo","bouncycastle","10","0","0"
"ECConstants","bouncycastle","12","0","11"
"SimpleBigDecimal","bouncycastle","253","17","21"
"ECFieldElement","bouncycastle","1194","8","115"
"Tnaf","bouncycastle","844","0","121"
"IntArray","bouncycastle","518","13","23"
"ECCurve","bouncycastle","660","2","94"
"ECMultiplier","bouncycastle","19","0","2"
"Tree2","eclipse","150","0","5"
"Entities","apache","681","78","22"
"IntHashMap","apache","362","0","0"
"PluginUtils","gudy","49","2","0"
"RPThrowableAsReplyException","pluginsimpl","35","1","0"
"RPInternalProcessException","pluginsimpl","35","1","0"
"RPObjectNoLongerExistsException","pluginsimpl","35","1","0"
"RPNoObjectIDException","pluginsimpl","35","1","0"
"RPMethodAccessDeniedException","pluginsimpl","35","1","0"
"RPException","azureus2","77","3","0"
"RPFactory","azureus2","47","0","0"
"RPRequest","azureus2","146","8","0"
"RPShortCuts","pluginsimpl","263","1","20"
"RPIPFilter","pluginsimpl","375","21","0"
"RPIPRange","pluginsimpl","197","11","0"
"RPPluginConfig","azureus2","601","160","42"
"RPPluginInterface","azureus2","608","15","0"
"RPDownloadManager","pluginsimpl","493","9","2"
"RPDownloadAnnounceResult","pluginsimpl","173","2","0"
"RPDownload","pluginsimpl","1061","13","6"
"RPDownloadStats","pluginsimpl","312","11","0"
"RPDownloadScrapeResult","pluginsimpl","161","2","0"
"RPRequestAccessController","azureus2","39","1","0"
"RPRequestDispatcher","azureus2","39","0","0"
"RPObject","azureus2","235","2","0"
"RPTrackerTorrent","pluginsimpl","371","1","12"
"RPTracker","pluginsimpl","327","4","0"
"RPDiskManagerFileInfo","pluginsimpl","272","1","1"
"RPTorrentManager","pluginsimpl","353","11","5"
"RPTorrent","pluginsimpl","400","17","4"
"RPTorrentDownloader","pluginsimpl","161","5","0"
"RPReply","azureus2","76","2","0"
"RPRequestHandler","azureus2","245","3","0"
"RawMessageAdapter","pluginsimpl","111","0","0"
"OutgoingMessageQueueImpl","pluginsimpl","152","0","6"
"TransportFilterImpl","pluginsimpl","11","0","0"
"IncomingMessageQueueImpl","pluginsimpl","122","0","6"
"TransportCipherImpl","pluginsimpl","10","0","0"
"ConnectionManagerImpl","pluginsimpl","208","5","2"
"ConnectionImpl","pluginsimpl","115","4","0"
"TransportImpl","pluginsimpl","71","0","0"
"PluginInstallerImpl","pluginsimpl","958","34","7"
"FilePluginInstallerImpl","pluginsimpl","406","23","0"
"InstallablePluginImpl","pluginsimpl","180","2","0"
"StandardPluginImpl","pluginsimpl","116","8","0"
"PluginSingleInstanceHandler","pluginsimpl","220","9","0"
"PluginLauncherImpl","pluginsimpl","552","29","0"
"PluginConfigSourceImpl","pluginsimpl","155","11","0"
"ConfigParameterImpl","pluginsimpl","84","3","0"
"PluginCoreUtils","azureus2","485","1","0"
"ShortCutsImpl","pluginsimpl","101","0","5"
"UtilitiesImpl","pluginsimpl","1908","53","6"
"ResourceDownloaderAlternateImpl","local","321","3","0"
"ResourceDownloaderTorrentImpl","local","610","9","0"
"ResourceDownloaderURLImpl","local","1176","60","6"
"ResourceDownloaderTimeoutImpl","local","340","2","0"
"ResourceDownloaderErrorImpl","local","120","3","0"
"ResourceDownloaderFileImpl","local","247","6","0"
"ResourceDownloaderMetaRefreshImpl","local","343","2","0"
"ResourceDownloaderRetryImpl","local","256","2","0"
"ResourceDownloaderFactoryImpl","local","263","12","0"
"ResourceDownloaderDelayedImpl","local","199","3","0"
"ResourceDownloaderBaseImpl","local","514","26","0"
"SESecurityManagerImpl","local","252","7","6"
"SEPublicKeyImpl","local","108","0","12"
"SESTSConnectionImpl","local","977","4","46"
"PooledByteBufferImpl","pluginsimpl","119","0","5"
"ResourceUploaderURLImpl","local","403","25","3"
"ResourceUploaderFactoryImpl","local","64","2","0"
"SemaphoreImpl","pluginsimpl","81","0","0"
"LocaleUtilitiesImpl","pluginsimpl","172","15","0"
"RSSItemImpl","utils","168","6","0"
"RSSChannelImpl","utils","157","6","0"
"RSSUtils","utils","142","5","0"
"RSSFeedImpl","utils","125","2","0"
"SimpleXMLParserDocumentFactoryImpl","utils","65","1","0"
"SimpleXMLParserDocumentImpl","utils","414","23","0"
"SimpleXMLParserDocumentAttributeImpl","utils","53","6","0"
"SimpleXMLParserDocumentNodeImpl","utils","314","10","0"
"UTTimerImpl","pluginsimpl","235","3","0"
"MonitorImpl","pluginsimpl","64","0","0"
"LocaleDecoderImpl","pluginsimpl","69","3","3"
"FormattersImpl","pluginsimpl","248","34","13"
"GenericMessageConnectionDirect","pluginsimpl","595","10","7"
"GenericMessage","pluginsimpl","127","7","3"
"MessageStreamEncoderAdapter","pluginsimpl","58","0","0"
"GenericMessageConnectionIndirect","pluginsimpl","993","19","29"
"MessageStreamDecoderAdapter","pluginsimpl","83","0","2"
"MessageAdapter","pluginsimpl","155","3","5"
"GenericMessageConnectionImpl","pluginsimpl","752","5","2"
"GenericMessageConnectionAdapter","pluginsimpl","96","1","0"
"GenericMessageDecoder","pluginsimpl","212","4","19"
"MessageManagerImpl","pluginsimpl","382","5","9"
"GenericMessageEncoder","pluginsimpl","74","0","0"
"GenericMessageEndpointImpl","pluginsimpl","112","0","0"
"PluginInitializer","azureus2","2561","78","1"
"IPRangeImpl","pluginsimpl","182","9","0"
"IPFilterImpl","pluginsimpl","269","8","0"
"IPBlockedImpl","pluginsimpl","72","2","0"
"IPBannedImpl","pluginsimpl","66","2","0"
"PeerManagerImpl","pluginsimpl","1006","9","1"
"PeerImpl","pluginsimpl","619","4","9"
"PeerForeignDelegate","pluginsimpl","1074","13","9"
"PeerManagerStatsImpl","pluginsimpl","122","0","4"
"PeerForeignNetworkConnection","pluginsimpl","391","5","3"
"PeerStatsImpl","pluginsimpl","194","0","20"
"PluginStateImpl","azureus2","218","11","0"
"PluginConfigImpl","azureus2","1177","197","26"
"MainlineDHTManagerImpl","local","70","0","0"
"ClientIDManagerImpl","pluginsimpl","591","28","7"
"DownloadManagerImpl","pluginsimpl","1001","12","5"
"DownloadManagerStatsImpl","pluginsimpl","124","0","0"
"DownloadStatsImpl","pluginsimpl","266","8","0"
"DownloadScrapeResultImpl","pluginsimpl","149","2","0"
"DownloadImpl","pluginsimpl","2164","48","1"
"DownloadAnnounceResultImpl","pluginsimpl","167","1","0"
"DownloadEventNotifierImpl","pluginsimpl","338","0","0"
"PluginInterfaceImpl","azureus2","1074","52","0"
"ShareItemImpl","pluginsimpl","169","5","7"
"ShareResourceDirContentsImpl","pluginsimpl","530","10","3"
"ShareConfigImpl","pluginsimpl","152","0","0"
"ShareResourceDirImpl","pluginsimpl","90","0","1"
"ShareResourceFileImpl","pluginsimpl","86","0","1"
"ShareManagerImpl","pluginsimpl","1121","35","0"
"ShareResourceFileOrDirImpl","pluginsimpl","407","13","5"
"ShareResourceImpl","pluginsimpl","471","22","2"
"PluginDeprecation","pluginsimpl","194","19","3"
"PluginDeprecationException","pluginsimpl","29","2","0"
"PluginManagerDefaultsImpl","azureus2","126","9","0"
"IPCInterfaceImpl","pluginsimpl","259","5","4"
"TrackerWCHelper","pluginsimpl","173","0","0"
"TrackerTorrentRequestImpl","pluginsimpl","102","1","0"
"TrackerWebContextImpl","pluginsimpl","232","6","2"
"TrackerPeerImpl","pluginsimpl","92","2","1"
"TrackerWebPageResponseImpl","pluginsimpl","521","39","12"
"TrackerTorrentImpl","pluginsimpl","449","0","0"
"TrackerImpl","pluginsimpl","421","7","2"
"TrackerWebPageRequestImpl","pluginsimpl","166","6","0"
"LoggerChannelImpl","pluginsimpl","425","32","0"
"LoggerImpl","pluginsimpl","211","4","0"
"DiskManagerRandomReadController","pluginsimpl","737","0","25"
"DiskManagerFileInfoImpl","pluginsimpl","243","0","1"
"DiskManagerChannelImpl","pluginsimpl","1006","12","7"
"DiskManagerImpl","pluginsimpl","243","0","1"
"FailedPlugin","azureus2","65","4","0"
"LabelParameterImpl","local","47","2","0"
"ConfigSectionRepository","local","102","0","0"
"ConfigSectionHolder","local","77","2","0"
"ColorParameter","local","65","2","0"
"UIParameterImpl","local","44","2","0"
"ParameterRepository","local","118","10","0"
"PluginConfigUIFactoryImpl","local","118","29","0"
"StringListParameterImpl","local","86","21","0"
"BooleanParameterImpl","local","64","2","0"
"ActionParameterImpl","local","70","4","0"
"InfoParameterImpl","local","63","7","0"
"IntsParameter","local","71","5","0"
"StringParameterImpl","local","59","14","0"
"ParameterImplListener","local","38","1","0"
"FileParameter","local","67","14","0"
"ParameterGroupImpl","local","50","3","0"
"IntParameterImpl","local","82","4","0"
"DirectoryParameterImpl","local","75","10","0"
"ColorParameterImpl","local","80","2","0"
"HyperlinkParameterImpl","local","32","6","0"
"PasswordParameterImpl","local","147","5","14"
"ParameterImpl","local","315","14","0"
"UIManagerImpl","pluginsimpl","785","18","0"
"AbstractUIInputReceiver","pluginsimpl","203","22","0"
"UIComponentImpl","local","138","3","0"
"UITextFieldImpl","local","54","3","0"
"UIProgressBarImpl","local","55","0","2"
"UITextAreaImpl","local","354","24","0"
"UIManagerEventAdapter","pluginsimpl","82","0","0"
"BasicPluginViewModelImpl","local","156","16","0"
"BasicPluginConfigModelImpl","local","364","72","1"
"AbstractUIMessage","pluginsimpl","73","20","0"
"TableContextMenuItemImpl","local","49","5","0"
"TableManagerImpl","local","138","7","0"
"MenuManagerImpl","local","68","4","0"
"MenuContextImpl","local","43","6","0"
"MenuItemImpl","local","294","12","0"
"TorrentFileImpl","pluginsimpl","58","3","0"
"TorrentAttributeSharePropertiesImpl","pluginsimpl","38","1","0"
"TorrentAttributeCategoryImpl","pluginsimpl","165","6","0"
"BaseTorrentAttributeImpl","pluginsimpl","77","5","0"
"TorrentAttributeUserCommentImpl","pluginsimpl","31","1","0"
"TorrentImpl","pluginsimpl","571","25","6"
"TorrentManagerImpl","pluginsimpl","602","18","2"
"TorrentAttributeRelativeSavePathImpl","pluginsimpl","31","1","0"
"TorrentAttributePeerSourcesImpl","pluginsimpl","44","2","0"
"TorrentAnnounceURLListImpl","pluginsimpl","177","2","0"
"TorrentAttributeTrackerClientExtImpl","pluginsimpl","38","1","0"
"TorrentDownloaderImpl","pluginsimpl","174","5","0"
"TorrentAnnounceURLListSetImpl","pluginsimpl","70","0","0"
"TorrentAttributeDisplayNameImpl","pluginsimpl","31","1","0"
"TorrentAttributeNetworksImpl","pluginsimpl","44","2","0"
"TorrentAttributePluginImpl","pluginsimpl","46","4","0"
"DDBaseHelpers","pluginsimpl","163","7","8"
"DDBaseImpl","pluginsimpl","1056","6","45"
"DDBaseKeyImpl","pluginsimpl","93","5","6"
"DDBaseValueImpl","pluginsimpl","120","0","11"
"DDBaseContactImpl","pluginsimpl","214","1","3"
"DDBaseTTTorrent","pluginsimpl","560","11","27"
"UpdateManagerImpl","pluginsimpl","401","7","0"
"UpdateCheckInstanceImpl","pluginsimpl","666","8","2"
"UpdateCheckerImpl","pluginsimpl","301","7","0"
"UpdateImpl","pluginsimpl","309","18","0"
"UpdatableComponentImpl","pluginsimpl","58","0","0"
"UpdateInstallerImpl","pluginsimpl","511","26","0"
"PluginManagerImpl","azureus2","375","9","0"
"PluginUpdatePlugin","azureus2","2165","128","8"
"SFPluginDetailsLoaderFactory","pluginsimpl","40","0","0"
"SFPluginDetailsLoaderImpl","update","567","43","4"
"SFPluginDetailsImpl","update","196","34","0"
"SFPluginDetails","pluginsimpl","94","12","0"
"SFPluginDetailsLoaderListener","pluginsimpl","35","1","0"
"SFPluginDetailsLoader","pluginsimpl","59","2","0"
"SFPluginDetailsException","pluginsimpl","48","2","0"
"Main","gudy","141","9","2"
"TorrentDownloaderFactory","azureus2","426","42","1"
"TorrentDownloaderCallBackInterface","azureus2","31","0","0"
"TorrentDownloaderImpl","core3","964","52","11"
"TorrentDownloaderLoggedImpl","core3","35","0","0"
